rank,uuid,collection_filter,canonical_id,expected_title,expected_year,expected_number,title,observed_act_id,observed_act_year,observed_act_number,collection,state_name,no_of_section,handle,last_modified,api_url,public_url,sections_url,schedules_url,inventory_source_blob_sha256,raw_blob_sha256
278,2fc81971-0296-4082-abd8-f23d4a1fc19b,ACT,,,,,"The SAARC Convention (Suppression of Terrorism) Act, 1993",AC_CEN_10_10_00012_199336_1517807323030,1993,36,ACT,CENTRAL,,123456789/495943,,https://indiacode.gov.in/server/api/core/items/2fc81971-0296-4082-abd8-f23d4a1fc19b,https://indiacode.gov.in/act/2fc81971-0296-4082-abd8-f23d4a1fc19b,https://indiacode.gov.in/act/2fc81971-0296-4082-abd8-f23d4a1fc19b/sections,https://indiacode.gov.in/act/2fc81971-0296-4082-abd8-f23d4a1fc19b/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
279,89b9cafa-b1aa-49f4-834c-b25b46890a90,ACT,,,,,"The Acquisition of Certain Area at Ayodhya Act, 1993",AC_CEN_5_24_00012_199333_1517807323180,1993,33,ACT,CENTRAL,,123456789/496558,,https://indiacode.gov.in/server/api/core/items/89b9cafa-b1aa-49f4-834c-b25b46890a90,https://indiacode.gov.in/act/89b9cafa-b1aa-49f4-834c-b25b46890a90,https://indiacode.gov.in/act/89b9cafa-b1aa-49f4-834c-b25b46890a90/sections,https://indiacode.gov.in/act/89b9cafa-b1aa-49f4-834c-b25b46890a90/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
280,73da0172-7028-46a8-a9ab-f5ac00f3b084,ACT,,,,,"The Industrial Finance Corporation (Transfer of Undertaking and Repeal) Act, 1993",AC_CEN_2_11_00022_199323_1517807321346,1993,23,ACT,CENTRAL,,123456789/496239,,https://indiacode.gov.in/server/api/core/items/73da0172-7028-46a8-a9ab-f5ac00f3b084,https://indiacode.gov.in/act/73da0172-7028-46a8-a9ab-f5ac00f3b084,https://indiacode.gov.in/act/73da0172-7028-46a8-a9ab-f5ac00f3b084/sections,https://indiacode.gov.in/act/73da0172-7028-46a8-a9ab-f5ac00f3b084/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
281,a84cf238-094c-4e9a-80cb-1cae27cbe44a,ACT,,,,,"The Multimodal Transportation of Goods Act, 1993",AC_CEN_7_7_00004_199328_1517807323277,1993,28,ACT,CENTRAL,,123456789/496716,,https://indiacode.gov.in/server/api/core/items/a84cf238-094c-4e9a-80cb-1cae27cbe44a,https://indiacode.gov.in/act/a84cf238-094c-4e9a-80cb-1cae27cbe44a,https://indiacode.gov.in/act/a84cf238-094c-4e9a-80cb-1cae27cbe44a/sections,https://indiacode.gov.in/act/a84cf238-094c-4e9a-80cb-1cae27cbe44a/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
282,bbe4e364-7032-4032-8bbe-96d7f3b3072a,ACT,,,,,"The Gold Bonds (Immunities and Exemptions) Act, 1993",AC_CEN_2_11_00034_199325_1517807323419,1993,25,ACT,CENTRAL,,123456789/496257,,https://indiacode.gov.in/server/api/core/items/bbe4e364-7032-4032-8bbe-96d7f3b3072a,https://indiacode.gov.in/act/bbe4e364-7032-4032-8bbe-96d7f3b3072a,https://indiacode.gov.in/act/bbe4e364-7032-4032-8bbe-96d7f3b3072a/sections,https://indiacode.gov.in/act/bbe4e364-7032-4032-8bbe-96d7f3b3072a/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
283,b2dfbbb5-da3c-4754-a9e4-ffa58a90d235,ACT,,,,,"The Infant Milk Substitutes, Feeding Bottles and Infant Foods (Regulation of Production, Supply and Distribution) Act, 1992",AC_CEN_13_14_00006_199241_1517807323765,1992,41,ACT,CENTRAL,,123456789/496005,,https://indiacode.gov.in/server/api/core/items/b2dfbbb5-da3c-4754-a9e4-ffa58a90d235,https://indiacode.gov.in/act/b2dfbbb5-da3c-4754-a9e4-ffa58a90d235,https://indiacode.gov.in/act/b2dfbbb5-da3c-4754-a9e4-ffa58a90d235/sections,https://indiacode.gov.in/act/b2dfbbb5-da3c-4754-a9e4-ffa58a90d235/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
284,ef6c7228-2bea-4ed1-9229-bb23cac16093,ACT,,,,,"The Central Agricultural University Act, 1992",AC_CEN_23_47_00001_199240_1517807320364,1992,40,ACT,CENTRAL,,123456789/496137,,https://indiacode.gov.in/server/api/core/items/ef6c7228-2bea-4ed1-9229-bb23cac16093,https://indiacode.gov.in/act/ef6c7228-2bea-4ed1-9229-bb23cac16093,https://indiacode.gov.in/act/ef6c7228-2bea-4ed1-9229-bb23cac16093/sections,https://indiacode.gov.in/act/ef6c7228-2bea-4ed1-9229-bb23cac16093/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
285,7f1a7ed4-5efa-4b73-83c8-a57eb6b32c38,ACT,,,,,"The Rehabilitation Council of India Act, 1992",AC_CEN_12_13_00015_199234_1517807323807,1992,34,ACT,CENTRAL,,123456789/495978,,https://indiacode.gov.in/server/api/core/items/7f1a7ed4-5efa-4b73-83c8-a57eb6b32c38,https://indiacode.gov.in/act/7f1a7ed4-5efa-4b73-83c8-a57eb6b32c38,https://indiacode.gov.in/act/7f1a7ed4-5efa-4b73-83c8-a57eb6b32c38/sections,https://indiacode.gov.in/act/7f1a7ed4-5efa-4b73-83c8-a57eb6b32c38/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
286,a49881dd-1dc3-4e0d-aa2a-bfdd6e0daf8a,ACT,,,,,"The Indo-Tibetan Border Police Force Act, 1992",AC_CEN_5_24_00011_199235_1517807323155,1992,35,ACT,CENTRAL,,123456789/496557,,https://indiacode.gov.in/server/api/core/items/a49881dd-1dc3-4e0d-aa2a-bfdd6e0daf8a,https://indiacode.gov.in/act/a49881dd-1dc3-4e0d-aa2a-bfdd6e0daf8a,https://indiacode.gov.in/act/a49881dd-1dc3-4e0d-aa2a-bfdd6e0daf8a/sections,https://indiacode.gov.in/act/a49881dd-1dc3-4e0d-aa2a-bfdd6e0daf8a/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
287,27e7b7f8-867e-411f-a217-f64893f895bd,ACT,,,,,"The Special Court (Trial of Offences Relating to Transactions in Securities) Act, 1992",AC_CEN_2_11_00036_199227_1517807323830,1992,27,ACT,CENTRAL,,123456789/496259,,https://indiacode.gov.in/server/api/core/items/27e7b7f8-867e-411f-a217-f64893f895bd,https://indiacode.gov.in/act/27e7b7f8-867e-411f-a217-f64893f895bd,https://indiacode.gov.in/act/27e7b7f8-867e-411f-a217-f64893f895bd/sections,https://indiacode.gov.in/act/27e7b7f8-867e-411f-a217-f64893f895bd/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
288,9abd854a-82e3-4ccc-9874-88ec62152fe7,ACT,,,,,"The Foreign Trade (Development and Regulation) Act, 1992",AC_CEN_11_60_00003_199222_1517807323477,1992,22,ACT,CENTRAL,,123456789/495961,,https://indiacode.gov.in/server/api/core/items/9abd854a-82e3-4ccc-9874-88ec62152fe7,https://indiacode.gov.in/act/9abd854a-82e3-4ccc-9874-88ec62152fe7,https://indiacode.gov.in/act/9abd854a-82e3-4ccc-9874-88ec62152fe7/sections,https://indiacode.gov.in/act/9abd854a-82e3-4ccc-9874-88ec62152fe7/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
289,57e02746-15fa-4eda-a728-5f0441b4cf52,ACT,,,,,"The National Commission for Minorities Act, 1992",AC_CEN_41_69_00001_199219_1517807322944,1992,19,ACT,CENTRAL,,123456789/496505,,https://indiacode.gov.in/server/api/core/items/57e02746-15fa-4eda-a728-5f0441b4cf52,https://indiacode.gov.in/act/57e02746-15fa-4eda-a728-5f0441b4cf52,https://indiacode.gov.in/act/57e02746-15fa-4eda-a728-5f0441b4cf52/sections,https://indiacode.gov.in/act/57e02746-15fa-4eda-a728-5f0441b4cf52/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
290,7764809b-dcfa-493e-b86e-fddfe8ceef8b,ACT,,,,,"The Cess and Other Taxes on Minerals (Validation) Act, 1992",AC_CEN_15_16_00003_199216_1517807322780,1992,16,ACT,CENTRAL,,123456789/496017,,https://indiacode.gov.in/server/api/core/items/7764809b-dcfa-493e-b86e-fddfe8ceef8b,https://indiacode.gov.in/act/7764809b-dcfa-493e-b86e-fddfe8ceef8b,https://indiacode.gov.in/act/7764809b-dcfa-493e-b86e-fddfe8ceef8b/sections,https://indiacode.gov.in/act/7764809b-dcfa-493e-b86e-fddfe8ceef8b/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
291,a646ef79-0891-473c-a048-eb6d37bb5555,ACT,,,,,"The Securities and Exchange Board of India Act, 1992",AC_CEN_2_11_00014_199215_1517807319932,1992,15,ACT,CENTRAL,,123456789/496232,,https://indiacode.gov.in/server/api/core/items/a646ef79-0891-473c-a048-eb6d37bb5555,https://indiacode.gov.in/act/a646ef79-0891-473c-a048-eb6d37bb5555,https://indiacode.gov.in/act/a646ef79-0891-473c-a048-eb6d37bb5555/sections,https://indiacode.gov.in/act/a646ef79-0891-473c-a048-eb6d37bb5555/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
292,f0ded170-cfb8-4363-bf75-14afce23bbf5,ACT,,,,,"The Destructive Insects and Pests (Amendment and Validation) Act, 1992.",AC_CEN_23_31_00012_199212_1673603282507,1992,12,ACT,CENTRAL,0,123456789/496135,,https://indiacode.gov.in/server/api/core/items/f0ded170-cfb8-4363-bf75-14afce23bbf5,https://indiacode.gov.in/act/f0ded170-cfb8-4363-bf75-14afce23bbf5,https://indiacode.gov.in/act/f0ded170-cfb8-4363-bf75-14afce23bbf5/sections,https://indiacode.gov.in/act/f0ded170-cfb8-4363-bf75-14afce23bbf5/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
293,3c86d484-7d1b-4194-9b03-b0e2060dd61c,ACT,,,,,"The Government of National Capital Territory of Delhi Act, 1991",AC_CEN_5_24_00014_199201_1517807323250,1992,1,ACT,CENTRAL,,123456789/496560,,https://indiacode.gov.in/server/api/core/items/3c86d484-7d1b-4194-9b03-b0e2060dd61c,https://indiacode.gov.in/act/3c86d484-7d1b-4194-9b03-b0e2060dd61c,https://indiacode.gov.in/act/3c86d484-7d1b-4194-9b03-b0e2060dd61c/sections,https://indiacode.gov.in/act/3c86d484-7d1b-4194-9b03-b0e2060dd61c/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
294,0cb5d60d-8345-4b83-a28b-70cf73b053a0,ACT,,,,,"The Places of Worship (Special Provisions) Act, 1991",AC_CEN_5_5_00036_199142_1517807323144,1991,42,ACT,CENTRAL,,123456789/496619,,https://indiacode.gov.in/server/api/core/items/0cb5d60d-8345-4b83-a28b-70cf73b053a0,https://indiacode.gov.in/act/0cb5d60d-8345-4b83-a28b-70cf73b053a0,https://indiacode.gov.in/act/0cb5d60d-8345-4b83-a28b-70cf73b053a0/sections,https://indiacode.gov.in/act/0cb5d60d-8345-4b83-a28b-70cf73b053a0/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
295,5b6a108a-8ba9-4fe4-b845-57d4ce356918,ACT,,,,,"The Remittances of Foreign Exchange and Investment in Foreign Exchange Bonds (Immunities and Exemptions) Act, 1991",AC_CEN_2_11_00017_199141_1517807320780,1991,41,ACT,CENTRAL,,123456789/496235,,https://indiacode.gov.in/server/api/core/items/5b6a108a-8ba9-4fe4-b845-57d4ce356918,https://indiacode.gov.in/act/5b6a108a-8ba9-4fe4-b845-57d4ce356918,https://indiacode.gov.in/act/5b6a108a-8ba9-4fe4-b845-57d4ce356918/sections,https://indiacode.gov.in/act/5b6a108a-8ba9-4fe4-b845-57d4ce356918/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
296,d51b1eb9-a3f8-4920-bcd1-00997c19c220,ACT,,,,,"The Public Liability Insurance Act, 1991",AC_CEN_16_18_00006_199106_1517807323502,1991,6,ACT,CENTRAL,,123456789/496025,,https://indiacode.gov.in/server/api/core/items/d51b1eb9-a3f8-4920-bcd1-00997c19c220,https://indiacode.gov.in/act/d51b1eb9-a3f8-4920-bcd1-00997c19c220,https://indiacode.gov.in/act/d51b1eb9-a3f8-4920-bcd1-00997c19c220/sections,https://indiacode.gov.in/act/d51b1eb9-a3f8-4920-bcd1-00997c19c220/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
297,5230093c-8085-48de-b18a-c72cc1580172,ACT,,,,,"The Prasar Bharati (Broadcasting Corporation of India) Act, 1990",AC_CEN_29_41_00005_199025_1517807323084,1990,25,ACT,CENTRAL,,123456789/496217,,https://indiacode.gov.in/server/api/core/items/5230093c-8085-48de-b18a-c72cc1580172,https://indiacode.gov.in/act/5230093c-8085-48de-b18a-c72cc1580172,https://indiacode.gov.in/act/5230093c-8085-48de-b18a-c72cc1580172/sections,https://indiacode.gov.in/act/5230093c-8085-48de-b18a-c72cc1580172/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
298,a15c889d-0991-416a-8843-7e3054954b22,ACT,,,,,"The Armed Forces (Jammu and Kashmir) Special Powers Act, 1990",AC_CEN_5_23_00016_199021_1517807323727,1990,21,ACT,CENTRAL,,123456789/496530,,https://indiacode.gov.in/server/api/core/items/a15c889d-0991-416a-8843-7e3054954b22,https://indiacode.gov.in/act/a15c889d-0991-416a-8843-7e3054954b22,https://indiacode.gov.in/act/a15c889d-0991-416a-8843-7e3054954b22/sections,https://indiacode.gov.in/act/a15c889d-0991-416a-8843-7e3054954b22/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
299,58485874-632a-4b44-af73-a9368993ecca,ACT,,,,,"The National Commission for Women Act, 1990",AC_CEN_13_14_00004_199020_1517807322756,1990,20,ACT,CENTRAL,,123456789/496003,,https://indiacode.gov.in/server/api/core/items/58485874-632a-4b44-af73-a9368993ecca,https://indiacode.gov.in/act/58485874-632a-4b44-af73-a9368993ecca,https://indiacode.gov.in/act/58485874-632a-4b44-af73-a9368993ecca/sections,https://indiacode.gov.in/act/58485874-632a-4b44-af73-a9368993ecca/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
300,98d35d00-9564-4632-b3fc-8b3cedd6c04a,ACT,,,,,"The Small Industries Development Bank of India Act, 1989",AC_CEN_2_11_00035_198939_1517807323587,1989,39,ACT,CENTRAL,,123456789/496258,,https://indiacode.gov.in/server/api/core/items/98d35d00-9564-4632-b3fc-8b3cedd6c04a,https://indiacode.gov.in/act/98d35d00-9564-4632-b3fc-8b3cedd6c04a,https://indiacode.gov.in/act/98d35d00-9564-4632-b3fc-8b3cedd6c04a/sections,https://indiacode.gov.in/act/98d35d00-9564-4632-b3fc-8b3cedd6c04a/schedules,602216a04e54c8b02b6da061906d426a82ca4eb781385eb3eb55f4dc3aee84f1,
301,37f5bbbd-1bac-4ae6-a644-0a5b0e714143,ACT,,,,,"The Nagaland University Act, 1989",AC_CEN_9_30_00008_198935_1517807322669,1989,35,ACT,CENTRAL,,123456789/496735,,https://indiacode.gov.in/server/api/core/items/37f5bbbd-1bac-4ae6-a644-0a5b0e714143,https://indiacode.gov.in/act/37f5bbbd-1bac-4ae6-a644-0a5b0e714143,https://indiacode.gov.in/act/37f5bbbd-1bac-4ae6-a644-0a5b0e714143/sections,https://indiacode.gov.in/act/37f5bbbd-1bac-4ae6-a644-0a5b0e714143/schedules,6f47df63fdbca4131157c09872725d083f2f83fe1253a4f8d9a50c59ebecdae1,
302,f9c8fb04-363a-4779-b628-0d9f9bb997e0,ACT,,,,,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Act, 1989",AC_CEN_25_35_00002_198933_1517807322896,1989,33,ACT,CENTRAL,,123456789/496156,,https://indiacode.gov.in/server/api/core/items/f9c8fb04-363a-4779-b628-0d9f9bb997e0,https://indiacode.gov.in/act/f9c8fb04-363a-4779-b628-0d9f9bb997e0,https://indiacode.gov.in/act/f9c8fb04-363a-4779-b628-0d9f9bb997e0/sections,https://indiacode.gov.in/act/f9c8fb04-363a-4779-b628-0d9f9bb997e0/schedules,6f47df63fdbca4131157c09872725d083f2f83fe1253a4f8d9a50c59ebecdae1,
303,594fe49d-409b-46a2-950c-9ff5471d28a7,ACT,,,,,"The Railways Act, 1989",AC_CEN_1_1_00003_198924_1517807322596,1989,24,ACT,CENTRAL,,123456789/496087,,https://indiacode.gov.in/server/api/core/items/594fe49d-409b-46a2-950c-9ff5471d28a7,https://indiacode.gov.in/act/594fe49d-409b-46a2-950c-9ff5471d28a7,https://indiacode.gov.in/act/594fe49d-409b-46a2-950c-9ff5471d28a7/sections,https://indiacode.gov.in/act/594fe49d-409b-46a2-950c-9ff5471d28a7/schedules,6f47df63fdbca4131157c09872725d083f2f83fe1253a4f8d9a50c59ebecdae1,
304,36ea1e95-ddcb-4dd3-ae0e-7efcac2af65a,ACT,,,,,"The Assam University Act, 1989",AC_CEN_9_30_00002_198923_1517807320208,1989,23,ACT,CENTRAL,,123456789/496729,,https://indiacode.gov.in/server/api/core/items/36ea1e95-ddcb-4dd3-ae0e-7efcac2af65a,https://indiacode.gov.in/act/36ea1e95-ddcb-4dd3-ae0e-7efcac2af65a,https://indiacode.gov.in/act/36ea1e95-ddcb-4dd3-ae0e-7efcac2af65a/sections,https://indiacode.gov.in/act/36ea1e95-ddcb-4dd3-ae0e-7efcac2af65a/schedules,6f47df63fdbca4131157c09872725d083f2f83fe1253a4f8d9a50c59ebecdae1,
