rank,uuid,collection_filter,canonical_id,expected_title,expected_year,expected_number,title,observed_act_id,observed_act_year,observed_act_number,collection,state_name,no_of_section,handle,last_modified,api_url,public_url,sections_url,schedules_url,inventory_source_blob_sha256,raw_blob_sha256
712,5d5bc328-3a90-4d8d-980c-8e0fcd36bce0,ACT,,,,,"The Delhi University Act, 1922",AC_CEN_9_30_00039_192208_1523344160352,1922,8,ACT,CENTRAL,0,123456789/496763,,https://indiacode.gov.in/server/api/core/items/5d5bc328-3a90-4d8d-980c-8e0fcd36bce0,https://indiacode.gov.in/act/5d5bc328-3a90-4d8d-980c-8e0fcd36bce0,https://indiacode.gov.in/act/5d5bc328-3a90-4d8d-980c-8e0fcd36bce0/sections,https://indiacode.gov.in/act/5d5bc328-3a90-4d8d-980c-8e0fcd36bce0/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
713,55d43e6d-aea7-4262-8c45-4c6550bf5a28,ACT,,,,,"The Maintenance Orders Enforcement Act, 1921",AC_CEN_3_46_000010_192118_1523344048158,1921,18,ACT,CENTRAL,0,123456789/496490,,https://indiacode.gov.in/server/api/core/items/55d43e6d-aea7-4262-8c45-4c6550bf5a28,https://indiacode.gov.in/act/55d43e6d-aea7-4262-8c45-4c6550bf5a28,https://indiacode.gov.in/act/55d43e6d-aea7-4262-8c45-4c6550bf5a28/sections,https://indiacode.gov.in/act/55d43e6d-aea7-4262-8c45-4c6550bf5a28/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
714,a4b14b89-07d8-4f94-96f4-0ff87c703fc5,ACT,,,,,"The Aligarh Muslim University Act, 1920",AC_CEN_9_30_00038_192040_1523343938865,1920,40,ACT,CENTRAL,0,123456789/496762,,https://indiacode.gov.in/server/api/core/items/a4b14b89-07d8-4f94-96f4-0ff87c703fc5,https://indiacode.gov.in/act/a4b14b89-07d8-4f94-96f4-0ff87c703fc5,https://indiacode.gov.in/act/a4b14b89-07d8-4f94-96f4-0ff87c703fc5/sections,https://indiacode.gov.in/act/a4b14b89-07d8-4f94-96f4-0ff87c703fc5/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
715,d7a30959-a867-4672-afdf-782b7eaba9b6,ACT,,,,,"The Charitable and Religious Trusts Act, 1920",AC_CEN_3_20_00057_192014_1523343564162,1920,14,ACT,CENTRAL,0,123456789/496434,,https://indiacode.gov.in/server/api/core/items/d7a30959-a867-4672-afdf-782b7eaba9b6,https://indiacode.gov.in/act/d7a30959-a867-4672-afdf-782b7eaba9b6,https://indiacode.gov.in/act/d7a30959-a867-4672-afdf-782b7eaba9b6/sections,https://indiacode.gov.in/act/d7a30959-a867-4672-afdf-782b7eaba9b6/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
716,d80fba74-dcef-47e8-8a3a-ce4276446df3,ACT,,,,,"The Indian Red Cross Society Act, 1920",AC_CEN_12_13_00022_192015_1523343659114,1920,15,ACT,CENTRAL,0,123456789/495985,,https://indiacode.gov.in/server/api/core/items/d80fba74-dcef-47e8-8a3a-ce4276446df3,https://indiacode.gov.in/act/d80fba74-dcef-47e8-8a3a-ce4276446df3,https://indiacode.gov.in/act/d80fba74-dcef-47e8-8a3a-ce4276446df3/sections,https://indiacode.gov.in/act/d80fba74-dcef-47e8-8a3a-ce4276446df3/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
717,a62f950d-4434-463e-849b-d4bedbda40a8,ACT,,,,,"The Provincial Insolvency Act, 1920",AC_CEN_22_0_00012_192005_1704696404205,1920,5,ACT,CENTRAL,0,123456789/496119,,https://indiacode.gov.in/server/api/core/items/a62f950d-4434-463e-849b-d4bedbda40a8,https://indiacode.gov.in/act/a62f950d-4434-463e-849b-d4bedbda40a8,https://indiacode.gov.in/act/a62f950d-4434-463e-849b-d4bedbda40a8/sections,https://indiacode.gov.in/act/a62f950d-4434-463e-849b-d4bedbda40a8/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
718,33714a18-f38d-40ca-ad38-ee0fe85dc360,ACT,,,,,"The Calcutta High Court (Jurisdictional Limits) Act, 1919",AC_CEN_3_3_00030_191915_1523343136342,1919,15,ACT,CENTRAL,0,123456789/496489,,https://indiacode.gov.in/server/api/core/items/33714a18-f38d-40ca-ad38-ee0fe85dc360,https://indiacode.gov.in/act/33714a18-f38d-40ca-ad38-ee0fe85dc360,https://indiacode.gov.in/act/33714a18-f38d-40ca-ad38-ee0fe85dc360/sections,https://indiacode.gov.in/act/33714a18-f38d-40ca-ad38-ee0fe85dc360/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
719,e0d06a1b-22a0-413d-8096-0c3140c667c0,ACT,,,,,"The Poisons Act, 1919",AC_CEN_5_40_00020_191912_1523343031904,1919,12,ACT,CENTRAL,0,123456789/496586,,https://indiacode.gov.in/server/api/core/items/e0d06a1b-22a0-413d-8096-0c3140c667c0,https://indiacode.gov.in/act/e0d06a1b-22a0-413d-8096-0c3140c667c0,https://indiacode.gov.in/act/e0d06a1b-22a0-413d-8096-0c3140c667c0/sections,https://indiacode.gov.in/act/e0d06a1b-22a0-413d-8096-0c3140c667c0/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
720,d493880a-ae08-44f3-806f-7b33e621e037,ACT,,,,,"The Usurious Loans Act, 1918",AC_CEN_2_11_00028_191810_1523342873787,1918,10,ACT,CENTRAL,0,123456789/496246,,https://indiacode.gov.in/server/api/core/items/d493880a-ae08-44f3-806f-7b33e621e037,https://indiacode.gov.in/act/d493880a-ae08-44f3-806f-7b33e621e037,https://indiacode.gov.in/act/d493880a-ae08-44f3-806f-7b33e621e037/sections,https://indiacode.gov.in/act/d493880a-ae08-44f3-806f-7b33e621e037/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
721,00e0c48a-2f0d-460e-9dd8-d3af949cef81,ACT,,,,,"The Post Office Cash Certificates Act, 1917",AC_CEN_37_95_00002_191718_1523342769327,1917,18,ACT,CENTRAL,0,123456789/496377,,https://indiacode.gov.in/server/api/core/items/00e0c48a-2f0d-460e-9dd8-d3af949cef81,https://indiacode.gov.in/act/00e0c48a-2f0d-460e-9dd8-d3af949cef81,https://indiacode.gov.in/act/00e0c48a-2f0d-460e-9dd8-d3af949cef81/sections,https://indiacode.gov.in/act/00e0c48a-2f0d-460e-9dd8-d3af949cef81/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
722,fe3c9a54-c760-4c90-adb0-07b7d95d3ece,ACT,,,,,"The King of Oudh's Estate Validation Act, 1917",AC_CEN_5_5_00118_191712_1674121988053,1917,12,ACT,CENTRAL,0,123456789/496690,,https://indiacode.gov.in/server/api/core/items/fe3c9a54-c760-4c90-adb0-07b7d95d3ece,https://indiacode.gov.in/act/fe3c9a54-c760-4c90-adb0-07b7d95d3ece,https://indiacode.gov.in/act/fe3c9a54-c760-4c90-adb0-07b7d95d3ece/sections,https://indiacode.gov.in/act/fe3c9a54-c760-4c90-adb0-07b7d95d3ece/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
723,1b42a9ca-0bfd-4d3c-8ab4-5123bd179684,ACT,,,,,"The Destruction of Records Act, 1917",AC_CEN_27_0_00015_191705_1523342690765,1917,5,ACT,CENTRAL,0,123456789/496182,,https://indiacode.gov.in/server/api/core/items/1b42a9ca-0bfd-4d3c-8ab4-5123bd179684,https://indiacode.gov.in/act/1b42a9ca-0bfd-4d3c-8ab4-5123bd179684,https://indiacode.gov.in/act/1b42a9ca-0bfd-4d3c-8ab4-5123bd179684/sections,https://indiacode.gov.in/act/1b42a9ca-0bfd-4d3c-8ab4-5123bd179684/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
724,3faeb03f-3dce-4019-8c2b-c9dba1d603bc,ACT,,,,,"The Hindu Disposition of Property Act, 1916",AC_CEN_3_20_00055_191615_1523342501478,1916,15,ACT,CENTRAL,0,123456789/496433,,https://indiacode.gov.in/server/api/core/items/3faeb03f-3dce-4019-8c2b-c9dba1d603bc,https://indiacode.gov.in/act/3faeb03f-3dce-4019-8c2b-c9dba1d603bc,https://indiacode.gov.in/act/3faeb03f-3dce-4019-8c2b-c9dba1d603bc/sections,https://indiacode.gov.in/act/3faeb03f-3dce-4019-8c2b-c9dba1d603bc/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
725,235b97e0-1d89-45fc-a7a0-f06b95a5c571,ACT,,,,,"The Banaras Hindu University Act, 1915",AC_CEN_9_30_00037_191516_1523342355197,1915,16,ACT,CENTRAL,0,123456789/496761,,https://indiacode.gov.in/server/api/core/items/235b97e0-1d89-45fc-a7a0-f06b95a5c571,https://indiacode.gov.in/act/235b97e0-1d89-45fc-a7a0-f06b95a5c571,https://indiacode.gov.in/act/235b97e0-1d89-45fc-a7a0-f06b95a5c571/sections,https://indiacode.gov.in/act/235b97e0-1d89-45fc-a7a0-f06b95a5c571/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
726,a3704c2c-da2c-4266-a0d9-e610415f4fbf,ACT,,,,,"The Sir Jamsetjee Jejeebhoy Baronetcy Act, 1915",AC_CEN_5_40_00019_191510_1523342223455,1915,10,ACT,CENTRAL,0,123456789/496585,,https://indiacode.gov.in/server/api/core/items/a3704c2c-da2c-4266-a0d9-e610415f4fbf,https://indiacode.gov.in/act/a3704c2c-da2c-4266-a0d9-e610415f4fbf,https://indiacode.gov.in/act/a3704c2c-da2c-4266-a0d9-e610415f4fbf/sections,https://indiacode.gov.in/act/a3704c2c-da2c-4266-a0d9-e610415f4fbf/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
727,7cf3ef36-b143-4a94-9260-c1da90ebe2ac,ACT,,,,,"The Local Authorities Loans Act, 1914",AC_CEN_5_5_00104_191409_1663845852095,1914,9,ACT,CENTRAL,0,123456789/496676,,https://indiacode.gov.in/server/api/core/items/7cf3ef36-b143-4a94-9260-c1da90ebe2ac,https://indiacode.gov.in/act/7cf3ef36-b143-4a94-9260-c1da90ebe2ac,https://indiacode.gov.in/act/7cf3ef36-b143-4a94-9260-c1da90ebe2ac/sections,https://indiacode.gov.in/act/7cf3ef36-b143-4a94-9260-c1da90ebe2ac/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
728,b8568e38-977e-4269-a647-9ec73916af59,ACT,,,,,"The Destructive Insects and Pests Act, 1914",AC_CEN_23_31_00008_191402_1523342057238,1914,2,ACT,CENTRAL,0,123456789/496133,,https://indiacode.gov.in/server/api/core/items/b8568e38-977e-4269-a647-9ec73916af59,https://indiacode.gov.in/act/b8568e38-977e-4269-a647-9ec73916af59,https://indiacode.gov.in/act/b8568e38-977e-4269-a647-9ec73916af59/sections,https://indiacode.gov.in/act/b8568e38-977e-4269-a647-9ec73916af59/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
729,54a8800a-c03e-4e2f-836b-813d5bce3c09,ACT,,,,,"The White Phosphorus Matches Prohibition Act, 1913",AC_CEN_5_5_00064_191305_1523341916175,1913,5,ACT,CENTRAL,0,123456789/496644,,https://indiacode.gov.in/server/api/core/items/54a8800a-c03e-4e2f-836b-813d5bce3c09,https://indiacode.gov.in/act/54a8800a-c03e-4e2f-836b-813d5bce3c09,https://indiacode.gov.in/act/54a8800a-c03e-4e2f-836b-813d5bce3c09/sections,https://indiacode.gov.in/act/54a8800a-c03e-4e2f-836b-813d5bce3c09/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
730,4aa08d52-d1c4-41d6-8d81-3064c4a234da,ACT,,,,,"The Official Trustees Act, 1913",AC_CEN_3_20_00054_191302_1523341485774,1913,2,ACT,CENTRAL,0,123456789/496432,,https://indiacode.gov.in/server/api/core/items/4aa08d52-d1c4-41d6-8d81-3064c4a234da,https://indiacode.gov.in/act/4aa08d52-d1c4-41d6-8d81-3064c4a234da,https://indiacode.gov.in/act/4aa08d52-d1c4-41d6-8d81-3064c4a234da/sections,https://indiacode.gov.in/act/4aa08d52-d1c4-41d6-8d81-3064c4a234da/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
731,a0235212-6a11-453e-81d8-599b7f66a61e,ACT,,,,,"The Co-operative Societies Act, 1912",AC_CEN_5_5_00116_191202_1667287261557,1912,2,ACT,CENTRAL,0,123456789/496686,,https://indiacode.gov.in/server/api/core/items/a0235212-6a11-453e-81d8-599b7f66a61e,https://indiacode.gov.in/act/a0235212-6a11-453e-81d8-599b7f66a61e,https://indiacode.gov.in/act/a0235212-6a11-453e-81d8-599b7f66a61e/sections,https://indiacode.gov.in/act/a0235212-6a11-453e-81d8-599b7f66a61e/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
732,bcaa2003-c60d-4b81-bdc3-d2aec9ff9f16,ACT,,,,,"The Indian Museum Act, 1910",AC_CEN_27_0_00014_191010_1523341315850,1910,10,ACT,CENTRAL,0,123456789/496181,,https://indiacode.gov.in/server/api/core/items/bcaa2003-c60d-4b81-bdc3-d2aec9ff9f16,https://indiacode.gov.in/act/bcaa2003-c60d-4b81-bdc3-d2aec9ff9f16,https://indiacode.gov.in/act/bcaa2003-c60d-4b81-bdc3-d2aec9ff9f16/sections,https://indiacode.gov.in/act/bcaa2003-c60d-4b81-bdc3-d2aec9ff9f16/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
733,17cac5d8-0922-4e7b-8803-af5604ccb972,ACT,,,,,"The Anand Marriage Act, 1909",AC_CEN_3_20_00053_190907_1523341015192,1909,7,ACT,CENTRAL,0,123456789/496431,,https://indiacode.gov.in/server/api/core/items/17cac5d8-0922-4e7b-8803-af5604ccb972,https://indiacode.gov.in/act/17cac5d8-0922-4e7b-8803-af5604ccb972,https://indiacode.gov.in/act/17cac5d8-0922-4e7b-8803-af5604ccb972/sections,https://indiacode.gov.in/act/17cac5d8-0922-4e7b-8803-af5604ccb972/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
734,c1252e33-8e63-439f-8ba1-fa9254c75f3a,ACT,,,,,"The Presidency-Towns Insolvency Act, 1909",AC_CEN_22_0_00013_190903_1704968403887,1909,3,ACT,CENTRAL,0,123456789/496121,,https://indiacode.gov.in/server/api/core/items/c1252e33-8e63-439f-8ba1-fa9254c75f3a,https://indiacode.gov.in/act/c1252e33-8e63-439f-8ba1-fa9254c75f3a,https://indiacode.gov.in/act/c1252e33-8e63-439f-8ba1-fa9254c75f3a/sections,https://indiacode.gov.in/act/c1252e33-8e63-439f-8ba1-fa9254c75f3a/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
735,1930ffdb-10f3-4d71-bc42-f91303dae14e,ACT,,,,,"The Registration Act, 1908",AC_CEN_18_43_00004_190816_1523340837338,1908,16,ACT,CENTRAL,0,123456789/496068,,https://indiacode.gov.in/server/api/core/items/1930ffdb-10f3-4d71-bc42-f91303dae14e,https://indiacode.gov.in/act/1930ffdb-10f3-4d71-bc42-f91303dae14e,https://indiacode.gov.in/act/1930ffdb-10f3-4d71-bc42-f91303dae14e/sections,https://indiacode.gov.in/act/1930ffdb-10f3-4d71-bc42-f91303dae14e/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
736,c67061c8-b6a2-4392-977b-148deaa5f13c,ACT,,,,,"The Central Provinces Financial Commissioner's Act, 1908",AC_CEN_5_5_00113_190813_1666335686003,1908,13,ACT,CENTRAL,0,123456789/496681,,https://indiacode.gov.in/server/api/core/items/c67061c8-b6a2-4392-977b-148deaa5f13c,https://indiacode.gov.in/act/c67061c8-b6a2-4392-977b-148deaa5f13c,https://indiacode.gov.in/act/c67061c8-b6a2-4392-977b-148deaa5f13c/sections,https://indiacode.gov.in/act/c67061c8-b6a2-4392-977b-148deaa5f13c/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
737,854690c0-b96d-41c0-82d7-b8a6dd97ff46,ACT,,,,,"The Explosive Substances Act, 1908",AC_CEN_5_23_00051_190806_1545374878109,1908,6,ACT,CENTRAL,0,123456789/496551,,https://indiacode.gov.in/server/api/core/items/854690c0-b96d-41c0-82d7-b8a6dd97ff46,https://indiacode.gov.in/act/854690c0-b96d-41c0-82d7-b8a6dd97ff46,https://indiacode.gov.in/act/854690c0-b96d-41c0-82d7-b8a6dd97ff46/sections,https://indiacode.gov.in/act/854690c0-b96d-41c0-82d7-b8a6dd97ff46/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
738,3d38ec80-965e-4df0-a2d2-3d97cb1dc702,ACT,,,,,"The Code of Civil Procedure, 1908",AC_CEN_3_20_00051_190805_1523340333624,1908,5,ACT,CENTRAL,0,123456789/496430,,https://indiacode.gov.in/server/api/core/items/3d38ec80-965e-4df0-a2d2-3d97cb1dc702,https://indiacode.gov.in/act/3d38ec80-965e-4df0-a2d2-3d97cb1dc702,https://indiacode.gov.in/act/3d38ec80-965e-4df0-a2d2-3d97cb1dc702/sections,https://indiacode.gov.in/act/3d38ec80-965e-4df0-a2d2-3d97cb1dc702/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
739,7d07824d-585a-4dbf-b7ea-7a59e8af020d,ACT,,,,,"The Ancient Monuments Preservation Act, 1904",AC_CEN_27_0_00013_190407_1523340103367,1904,7,ACT,CENTRAL,0,123456789/496180,,https://indiacode.gov.in/server/api/core/items/7d07824d-585a-4dbf-b7ea-7a59e8af020d,https://indiacode.gov.in/act/7d07824d-585a-4dbf-b7ea-7a59e8af020d,https://indiacode.gov.in/act/7d07824d-585a-4dbf-b7ea-7a59e8af020d/sections,https://indiacode.gov.in/act/7d07824d-585a-4dbf-b7ea-7a59e8af020d/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
740,4347bb4d-71b7-4442-a2ef-5bc16a7bce80,ACT,,,,,"The Victoria Memorial Act, 1903",AC_CEN_27_0_00012_190310_1523339874358,1903,10,ACT,CENTRAL,0,123456789/496179,,https://indiacode.gov.in/server/api/core/items/4347bb4d-71b7-4442-a2ef-5bc16a7bce80,https://indiacode.gov.in/act/4347bb4d-71b7-4442-a2ef-5bc16a7bce80,https://indiacode.gov.in/act/4347bb4d-71b7-4442-a2ef-5bc16a7bce80/sections,https://indiacode.gov.in/act/4347bb4d-71b7-4442-a2ef-5bc16a7bce80/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
741,b4349321-618c-4d07-8dcf-aa5ddf1f8800,ACT,,,,,"The Works of Defence Act, 1903",AC_CEN_28_38_00020_190307_1523340006572,1903,7,ACT,CENTRAL,0,123456789/496211,,https://indiacode.gov.in/server/api/core/items/b4349321-618c-4d07-8dcf-aa5ddf1f8800,https://indiacode.gov.in/act/b4349321-618c-4d07-8dcf-aa5ddf1f8800,https://indiacode.gov.in/act/b4349321-618c-4d07-8dcf-aa5ddf1f8800/sections,https://indiacode.gov.in/act/b4349321-618c-4d07-8dcf-aa5ddf1f8800/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
742,7f6b1531-6410-4e01-b00a-6f5b55cfefaf,ACT,,,,,"The Indian Tolls (Army and Air Force) Act, 1901",AC_CEN_28_38_00019_190102_1523339562372,1901,2,ACT,CENTRAL,0,123456789/496209,,https://indiacode.gov.in/server/api/core/items/7f6b1531-6410-4e01-b00a-6f5b55cfefaf,https://indiacode.gov.in/act/7f6b1531-6410-4e01-b00a-6f5b55cfefaf,https://indiacode.gov.in/act/7f6b1531-6410-4e01-b00a-6f5b55cfefaf/sections,https://indiacode.gov.in/act/7f6b1531-6410-4e01-b00a-6f5b55cfefaf/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
743,9289bf6f-2360-4bdf-b359-0574ebe08ae2,ACT,,,,,"The Prisoners Act, 1900",AC_CEN_5_40_00018_190003_1523339448591,1900,3,ACT,CENTRAL,0,123456789/496584,,https://indiacode.gov.in/server/api/core/items/9289bf6f-2360-4bdf-b359-0574ebe08ae2,https://indiacode.gov.in/act/9289bf6f-2360-4bdf-b359-0574ebe08ae2,https://indiacode.gov.in/act/9289bf6f-2360-4bdf-b359-0574ebe08ae2/sections,https://indiacode.gov.in/act/9289bf6f-2360-4bdf-b359-0574ebe08ae2/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
744,c0fa12ee-6047-4740-b621-6a0c57ec8e9a,ACT,,,,,"The Central Provinces Court of Wards Act, 1899",AC_CEN_5_5_00120_189924_1668661247420,1899,24,ACT,CENTRAL,0,123456789/496696,,https://indiacode.gov.in/server/api/core/items/c0fa12ee-6047-4740-b621-6a0c57ec8e9a,https://indiacode.gov.in/act/c0fa12ee-6047-4740-b621-6a0c57ec8e9a,https://indiacode.gov.in/act/c0fa12ee-6047-4740-b621-6a0c57ec8e9a/sections,https://indiacode.gov.in/act/c0fa12ee-6047-4740-b621-6a0c57ec8e9a/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
745,4cd97597-eaa3-43e7-a930-a99f86aa8433,ACT,,,,,"The Government Buildings Act, 1899",AC_CEN_17_0_00036_189904_1523339193774,1899,4,ACT,CENTRAL,0,123456789/496031,,https://indiacode.gov.in/server/api/core/items/4cd97597-eaa3-43e7-a930-a99f86aa8433,https://indiacode.gov.in/act/4cd97597-eaa3-43e7-a930-a99f86aa8433,https://indiacode.gov.in/act/4cd97597-eaa3-43e7-a930-a99f86aa8433/sections,https://indiacode.gov.in/act/4cd97597-eaa3-43e7-a930-a99f86aa8433/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
746,445b5e9e-e4c5-4973-8bef-c9e057d57d5f,ACT,,,,,"The Indian Stamp Act, 1899",AC_CEN_2_2_00036_189902_1523339055436,1899,2,ACT,CENTRAL,0,123456789/496294,,https://indiacode.gov.in/server/api/core/items/445b5e9e-e4c5-4973-8bef-c9e057d57d5f,https://indiacode.gov.in/act/445b5e9e-e4c5-4973-8bef-c9e057d57d5f,https://indiacode.gov.in/act/445b5e9e-e4c5-4973-8bef-c9e057d57d5f/sections,https://indiacode.gov.in/act/445b5e9e-e4c5-4973-8bef-c9e057d57d5f/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
747,e9855c91-d0c9-43a0-b995-42b2dafc396e,ACT,,,,,"The Central Provinces Tenancy Act, 1898",AC_CEN_5_5_00119_189811_1675234739417,1898,11,ACT,CENTRAL,0,123456789/496694,,https://indiacode.gov.in/server/api/core/items/e9855c91-d0c9-43a0-b995-42b2dafc396e,https://indiacode.gov.in/act/e9855c91-d0c9-43a0-b995-42b2dafc396e,https://indiacode.gov.in/act/e9855c91-d0c9-43a0-b995-42b2dafc396e/sections,https://indiacode.gov.in/act/e9855c91-d0c9-43a0-b995-42b2dafc396e/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
748,e6499f75-af0c-4023-857f-c0c8dd8177a7,ACT,,,,,"The Live-stock Importation Act, 1898",AC_CEN_23_62_00007_189809_1523338057879,1898,9,ACT,CENTRAL,0,123456789/496149,,https://indiacode.gov.in/server/api/core/items/e6499f75-af0c-4023-857f-c0c8dd8177a7,https://indiacode.gov.in/act/e6499f75-af0c-4023-857f-c0c8dd8177a7,https://indiacode.gov.in/act/e6499f75-af0c-4023-857f-c0c8dd8177a7/sections,https://indiacode.gov.in/act/e6499f75-af0c-4023-857f-c0c8dd8177a7/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
749,9ce13761-0b81-44c8-b84e-8b42207ba88f,ACT,,,,,"The General Clauses Act, 1897",AC_CEN_3_20_00050_189710_1523337761854,1897,10,ACT,CENTRAL,0,123456789/496429,,https://indiacode.gov.in/server/api/core/items/9ce13761-0b81-44c8-b84e-8b42207ba88f,https://indiacode.gov.in/act/9ce13761-0b81-44c8-b84e-8b42207ba88f,https://indiacode.gov.in/act/9ce13761-0b81-44c8-b84e-8b42207ba88f/sections,https://indiacode.gov.in/act/9ce13761-0b81-44c8-b84e-8b42207ba88f/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
750,dd7a9cf9-f0a7-4195-8f50-1298bcc01c5f,ACT,,,,,"The Epidemic Diseases Act, 1897",AC_CEN_12_13_00021_189703_1523337650143,1897,3,ACT,CENTRAL,0,123456789/495983,,https://indiacode.gov.in/server/api/core/items/dd7a9cf9-f0a7-4195-8f50-1298bcc01c5f,https://indiacode.gov.in/act/dd7a9cf9-f0a7-4195-8f50-1298bcc01c5f,https://indiacode.gov.in/act/dd7a9cf9-f0a7-4195-8f50-1298bcc01c5f/sections,https://indiacode.gov.in/act/dd7a9cf9-f0a7-4195-8f50-1298bcc01c5f/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
751,901228df-4672-4682-98b2-5a3b52a5b00a,ACT,,,,,"The Prisons Act, 1894",AC_CEN_5_5_00063_189409_1523337412866,1894,9,ACT,CENTRAL,0,123456789/496643,,https://indiacode.gov.in/server/api/core/items/901228df-4672-4682-98b2-5a3b52a5b00a,https://indiacode.gov.in/act/901228df-4672-4682-98b2-5a3b52a5b00a,https://indiacode.gov.in/act/901228df-4672-4682-98b2-5a3b52a5b00a/sections,https://indiacode.gov.in/act/901228df-4672-4682-98b2-5a3b52a5b00a/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
752,52ec77c9-efad-4ace-8d58-75e3287b68a2,ACT,,,,,"The Partition Act, 1893",AC_CEN_3_20_00070_189304_1547448130517,1893,4,ACT,CENTRAL,0,123456789/496445,,https://indiacode.gov.in/server/api/core/items/52ec77c9-efad-4ace-8d58-75e3287b68a2,https://indiacode.gov.in/act/52ec77c9-efad-4ace-8d58-75e3287b68a2,https://indiacode.gov.in/act/52ec77c9-efad-4ace-8d58-75e3287b68a2/sections,https://indiacode.gov.in/act/52ec77c9-efad-4ace-8d58-75e3287b68a2/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
753,a271cf4e-f97d-4e5a-a382-3cd22d52b299,ACT,,,,,"The Sir Dinshaw Manockjee Petit Act, 1893",AC_CEN_5_5_00112_189306_1666334662312,1893,6,ACT,CENTRAL,0,123456789/496680,,https://indiacode.gov.in/server/api/core/items/a271cf4e-f97d-4e5a-a382-3cd22d52b299,https://indiacode.gov.in/act/a271cf4e-f97d-4e5a-a382-3cd22d52b299,https://indiacode.gov.in/act/a271cf4e-f97d-4e5a-a382-3cd22d52b299/sections,https://indiacode.gov.in/act/a271cf4e-f97d-4e5a-a382-3cd22d52b299/schedules,bb9af19111240efa2ca21c56bae221a7ffdb681a350f13bda182ac97f9fd6ba8,
